index,comment,n_star,date_time,label,sentiment_label,label_id
590,sản_phẩm dùng mượt_mà yên_tâm vì là hàng chính hãng chế_độ bảo_hành tốtnhân_viên phục_vụ nhiệt_tình,5,19/09/2018,{PERFORMANCE#Positive};{SER&ACC#Positive};,positive,1
591,máy khá đẹp nhẹ mới mua được 2 ngày thấy khá tốt chỉ có cái chơi game còn khá giật nên chỉ cho 4 sao thôi,4,10/3/2020,{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};,positive,1
592,chơi game thoát ra bị đơ máy và có 1 góc trên màn_hình bị nhểu phải tắt nguồn khởi_động lại thì mới hết lúc mới mua thì xài bình_thường sau 1 tháng hơn thì bắt_đầu đơ máy,1,3 tuần trước,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,negative,0
593,mình mua con này được 9 ngày rồi mà lỗi gps vẫn chưa được khắc_phục rất khó_chịu với người thường dùng bản_đồ như mình nay còn xuất_hiện lỗi đơ nhẹ nữa chứ tạm đánh_giá 3 s,3,4/5/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};,neutral,2
594,mới mua máy được 3 ngày à máy camera thì hơi kém đặc_biệt cm trước chụp xấu à pin xài trâu sạc tầm hơn 1 tiếng chơi game lq thì vào game hơi chậm nếu chơi 4 g thì vào xong phải đợi một tý cho mạng nó tốt_định thì mới chơi được còn không thì nó cứ đỏ_lòm à chơi game không nóng_may lắm tạm được nhưng ra_vào ứng_dụng hơi lâu có lúc giật bắt sóng wifi kiếm cực luôn đứng trong phòng thì gần cục sóng wifi bthuong ra trước cửa phòng thì thôi được 1 cục à trong khi phòng xa wifi chưa được 10 m 4 g chơi game còn tốc_độ cao thì không sao hết thì giật lúc vào trận combat thì fps tốt_định không lagnhân_viên phục_vụ nhiệt_tình thân_thiện,3,31/07/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{SER&ACC#Positive};,neutral,2
595,máy tốt mà hoạt_động bình_thường pin trâu lắmae phân_vân cứ mua nhé tốt,5,1/5/2020,{BATTERY#Positive};{GENERAL#Positive};,positive,1
596,máy này tốt màn đẹp gia_công cực tốt nhẹ cầm lâu nằm xem phim không mỏi tay hiệu_năng tầm này là được không cần cao quá để bù_trừ thứ khác có thương_hiệu icon ứng_dụng nhìn dễ_chịu nói trung_là không phải chê máy tàu do trung_sản_xuất nó chỉ được cái quảng_cáo nào cấu_hình khủngsài củ đi một cái là sọt rác mất hứng_thú ngay không được như samsung hay iphone,5,2 tuần trước,{SCREEN#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
597,bắt sóng wifi quá kém pin tốt_xài vô_tư_mong có phần_mềm khắc_phục sóng wifi,3,29/05/2020,{FEATURES#Negative};{BATTERY#Positive};{OTHERS};,neutral,2
598,iphone 1 mới đón e nó về hôm mùng 6 tết_dung duoc 03 ngay camera nhanmáy đẹp pin rất tốt trải_nghiệm nhanhmượt màn_hình với tôi thì quá tốt rồi camera rất tốt nhân_viên chu_đáo nhiệt_tình vui_vẻ tôi đã mua nhiều sản_phẩm từ tgdđ và đmx nói_chung tốt,5,1/2/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
599,rất đẹp rất tinh_xảo và còn sang_trọng quyền quý tôi rất mong_chờ được xem những dòng iphone mới ra nữa,5,19/02/2020,{DESIGN#Positive};{OTHERS};,positive,1
600,nghi quá à con joy 3 đợt rồi cx vậy sài khoãn 10 bữa cái là lỗi máy mới ra toàn lỗi phãi đợi bão_hành lâu chết máy mới ra ngon_thiệt mà sợ lỗi này lỗi kia,4,2 tuần trước,{GENERAL#Neutral};{SER&ACC#Negative};,positive,1
601,mới mua 2 cái hôm_qua dùng rất tốt nhân_viên dmx nhiệt_tình chu_đáo mở_cửa đón_tiếp,4,13/06/2020,{GENERAL#Positive};{SER&ACC#Positive};,positive,1
602,sản_phẩm xài quá tốt ở mức quá 3 triệulần sau sẽ mua máy ở thế_giới di_động cạch_fpt có cả mở máy bằng khuôn_mặt cực nhậyhjj,5,7/3/2020,{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
603,sản_phẩm pin trâu cấu_hình tốt_sạc rất nhanh màn_hình đẹp giá tốt viền siêu_mỏng nhìn rất nam_tính cũng đắn_đo khi lựa_chọn nhưng mua rồi đúng không sai_lầm cho 5 sao từ cách phục_vụ của nhân_viên đến sản_phẩm,5,7/4/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
604,hôm mình mua điện_thoại ở cửa_hàng mình có hỏi nhân_viên là điện_thoại có_thể kết_nối với máy_tính để tiện đưa nhạc hình_ảnh vào thẻ nhớ không thì nhân_viên bảo không được chỉ có_thể dùng đầu đọc thẻ nhớ thôi nhưng_mà hôm_nay mình thử kết_nối thì đượclàm mình mua cái đầu đọc thẻ nhớ rồi bỏ vì cái này rất dễ hư càng rẻ càng dễ hư tuy để hỗ_trợ tối_đa thẻ nhớ 16 gb nhưng mình xài thẻ 32 gb vẫn được mình chỉ nói vậy thôi nói_chung điện_thoại xài tốt_loa lớn pin tốt vì mình chủ_yếu nghe nhạc phần chọn nhạc hơi khó xài vì bị hạn_chế danh_sách tối_đa chỉ có 50 bàids vừa chọn vừa đếm chọn lố 50 bài thì sẽ công_cốc chọn lại từ đầu,4,4 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Neutral};{OTHERS};,positive,1
605,mới mua sáng nay ak ak nơi chung là tốt kb sau thì thế_nào e nhân_viên tư_vấn bán hàng nhẹ_nhàng nhiệt_tình chu_đáo cho 5 sau 1 tháng sẽ rv lại cho ae không,5,2/8/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
606,mọi người đang sử_dụng oppo a9 có thấy khi cắm tai_phone vào thì cảm_ứng có vấn_đề không ạ máy em đổi cái thứ 2 rồimà vẫn bị vậyrất là bực_mình khi cắm tai nghe vào là bên khu_vực phím phía bên trái phải ấn mạnh nó mới ăn khi lướt face hoặc lướt xem youtube là nó tự chạm vào video khi mình đang lướt rất bực_mình mình mua máy ở thế_giới di_động ngã ba tam_hiệp_biên_hòa,4,7/10/2019,{FEATURES#Negative};{DESIGN#Negative};{SER&ACC#Negative};{OTHERS};,positive,1
607,quá kém messenger tự_động tắt bóng bóng_chát và lâu_lâu không thông_báo và youtube xem đang dở_thoát ra thì load lại từ đầu phim,1,4 tuần trước,{PERFORMANCE#Negative};,negative,0
608,mới mua 2 ngày camera chụp rất kém_thua cả con a50 mặc_dù độ phân_giải cao hơn đã liên_hệ muốn đổi máy nhưng nhân_viên bảo máy nào cũng như_vậy nên không hỗ_trợ cầm về xài tiếp nhưng không hài_lòng về lần mua máy này chắc chịu mất 20 để đổi máy khác quá,1,23/08/2019,{CAMERA#Negative};{GENERAL#Negative};{SER&ACC#Neutral};,negative,0
609,sử_dụng 3 ngày thấy máy chạy rất tốt chạy được youtube bình_thường chơi được liên_quân cờ chống cháy zalo facebook litetrong tầm giá 590 k vậy quá ngon rồi nên không đòi_hỏi gì,5,18/07/2020,{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};,positive,1
610,sản_phẩm tốt giá_cả hợp_lí,5,1 ngày trước,{PRICE#Positive};{GENERAL#Positive};,positive,1
611,sao thanh điều_chỉnh độ sáng màn_hình nó cứ tự chạy_đi_chạy_lại vậy không biết máy bị lỗi hay sao,1,14/12/2019,{PERFORMANCE#Negative};,negative,0
612,đã suy_nghĩ rất nhiều và quyết_định lấy em nó và không thất_vọng sẽ ung_ho tha_gioi di_dong,5,27/04/2020,{GENERAL#Positive};{OTHERS};,positive,1
613,mình mua con này được 1 tháng rồi ra ngoài_trời màng hình_độ sáng không được cao lắm được cái pin 5000 mình lên mạng đọc báo lướt facebook_côi youtube pin cầm được 2 ngày pin thì quá tốt có mỗi tội là không có sạc nhanh sạc 2 giờ 30 mới đầy còn lại tốt hết ai muốn chơi game thì mua còn này là tốt rồi,5,22/04/2020,{SCREEN#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
614,mình đang xài thấy rất tốt mượtquay video đỉnh nhân_viên nhiệt_tình chu_đáo cái vẩy vẩy tay tốt đấy,5,2 tuần trước,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
615,mình xài vài tháng rồi và cảm_nhận máy ngon tốt trong tầm giá có nhiều bạn nói pin mau tuột sach lâu lên mình thấy pin trâu lắm mà lần nào đi công_tác cũng hơn 2 ngày mới sạc mà chưa lần nào pin xuống dưới 40 cả sạc cũng mau lên mà mình xài sạc theo máy chụp hình ngược sáng rất tốt,5,21/01/2020,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
616,đành là 3 tr6 không có tiền mua phải mua trả_góp mà máy gì đâu mà màn_hình_nhảy lung_tung lâu_lâu không làm gì mà cũng nóng_máy đang lướt xem báo_mạng lại màn_hình đơ ra không cảm_ứng đượcchán_thua cả j4,1,23/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};,negative,0
617,điện_thoại iphone sữ_dụng tốt không bị lỗi màu_sắc_đẹp đặc_biệt là màu đen thiết_kế nhỏ gọn đen bóng nghe gọi rõ_ràng sang_trọng phù_hợp với nhu_cầu sữ_dụng,5,6/7/2018,{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
618,chất_lượng tuyệt_vời với tầm giá 9 tr vân_tay và nhận_diện khuôn_mặt cực_nhạy chụp ảnh thì khỏi bàn_cải,5,9/1/2020,{CAMERA#Positive};{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
619,quá cùi lỗi blutut nghe nhạc đứt_khúc mạng 4 g kém y_như điện_thoại đập đá nghe gọi nói_chung lỗi tum_lum sai_lầm khi mua sản_phẩm,1,15/01/2020,{FEATURES#Negative};{GENERAL#Negative};,negative,0
620,cho mik hỏi máy ss a71 này có sẵn một cái báo_thức khi mở lên pk ạ vì mik mới sử_dụng sản_phẩm của ss nên mik không biết sợ sản_phẩm ng ta sử_dụng rồi,5,19/02/2020,{OTHERS};,positive,1
621,em là fan của xiaomi và đặc_biệt chỉ mua ở thế_giới di_động dùng qua nhiều dòng xiaomi rồi nhưng đến con note 9 pro này dùng cũng khá hay nhưng bị lỗi thi_thoảng mở khóa nên không có ứng_dụng j phải đợi 1 lúc mới hiện kiểu như bị chậm_ý mong thế_giới di_động nên hệ bên nhà_sản_xuất cho bản cập_nhật mới vá lỗi đi ạ_e cám_ơn mong có phản_hồi sớm,4,12 giờ trước,{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};,positive,1
622,mình mới mua máy thấy máy này sóng điện_thoại chỉ được 2 đến 3 vạch thỉnh_thoảng mới được 4 đến 5 vạch,3,15/09/2019,{FEATURES#Negative};,neutral,2
623,giá này còn rất cao so với các dòng điện_thoại khác em này giảm xuống còn 6 tr chắc sẽ thu_hút khá nhiều người muaem 30 lite này,4,4/5/2019,{PRICE#Negative};,positive,1
624,dùng 2 tháng đầu ngon_ơ không có vấn_đề gì nhưng gần đây lại bị lỗi sạc nóng máy tới 75 báo pin đầy phải khởi_động lại mới sạc đầy được đã bảo_hành đổi máy nhưng lại bị tiếp chỉ sau 2 ngày,2,1/5/2020,{BATTERY#Negative};,negative,0
625,ad cho hỏi mình mới mua samsung a70 ngày 69 nhưng máy hay bị lỗi là khi mình thay_đổi nơi chốn là máy không bắt được wifi đã đăng_nhập lúc trướcmình mở phần cài_đặt wifi thì load hoài nhưng không thấy hiện ra id của bất_cứ sóng wifi nàophải tắt nguồn khởi_động lại,3,18/09/2019,{FEATURES#Negative};,neutral,2
626,sao không xóa được google chorme tke đang dùng facebook thì bị nhảy sang google chorme rồi chạy quảng_cáo bị liên_tục làm ảnh_hưởng khi sử_dụng bực_mình quá,1,21/05/2019,{PERFORMANCE#Negative};,negative,0
627,cảm biến_vân tay kém lắm ai mà khó_tính cái vân tay thì không nên nha điện_thoại 9 tr mà vân_tay không phải 1 chạm lại còn sai liên_tục mình xài con j7 duo vân tay 1 chạm chưa bao_h thất_vọng cả,2,2 tuần trước,{FEATURES#Negative};{PRICE#Neutral};,negative,0
628,mua được một ngày thấy pin nhanh hết quá còn lại đang trải_nghiệm sản_phẩm nhìn đẹp nhân_viên nhiệt_tình,3,30/01/2020,{BATTERY#Negative};{DESIGN#Positive};{SER&ACC#Positive};,neutral,2
629,điện_thoại tốt nhé chíp sử_lý hơi_yếu và dòng này trải_nghiệm game tạm tốt nói_chung giá gần 8 tr như_vầy cũng tốt só các dòng samsung trước đã có nhiều cải_tiến,4,29/12/2019,{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,positive,1
630,sản_phẩm của tôi vân_tay rất kém thường_xuyên không nhân_diện được và phải dùng mật_khẩu pin thì dung_lượng 5000 mah mà sử_dụng chỉ bằng những chiếc iphone có dung_lượng khoảng 2500 mah bắn pubg thì khung_hình cực_kỳ vẫy bắn cứ vẫy_tứ tung chả bắn trúng địch được loa ngoài rất nhỏ chỉ được cái màn supper_oled với camera chụp cảnh ngon,2,13/08/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,negative,0
631,samsung a51 kém quá không kết_nối được bluetooth bàn_phím không tiện không có chữ ê đ â,1,1/3/2020,{FEATURES#Negative};{GENERAL#Negative};,negative,0
632,máy mua gần tháng cảm_nhận máy tầm_trung mà rất ổn_sạc cực nhanh chụp hình đẹp cả 2 camera selfie tự làm_đẹp khỏi phải chỉnh x sử_dụng facebook youtube xem báo cả ngày không hết pin tầm 1 ngày rưỡi thái_độ phục_vụ tgdđ_ơ 153 phan_đăng_lưu_phú_nhuận tp hcm phải nói rất tốt cho 100 likecam_ơn các em đã tư_vấn hướng_dẫn sử_dụng tận_tình mọi người hãy đánh_giá khách_quan mình cũng xài 5 máy rồi so_sánh rồi mới đánh_giá,4,28/10/2019,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
633,sản_phẩm đẹp_hợp thời_trang phù_hợp với nhu_cầu sử_dụng khá hài_lòng với sản_phẩm này,4,5/8/2018,{DESIGN#Positive};{GENERAL#Positive};,positive,1
634,chất_lượng sản_phẩm tốt mình không chơi game nhiều dùng lướt face xem youtube_vv thì cũng khá mượt_camera tạm tốt chụp đủ sáng tốt nhưng chụp đêm chưa tốt lắm với_lại thi_thoảng cũng bị drop khỏi ứng_dụng,4,4/12/2019,{CAMERA#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
635,nếu cố được thì thêm 200 k nữa mua con ss m31 thì ngon_bổ hơn con này rất nhiều mua ở shop samsung,1,2 tuần trước,{PRICE#Neutral};{GENERAL#Neutral};,negative,0
636,mua được 7 tháng bị tắt nguồn lên xuống miết rồi tắt luôn đem xuống bảo_hành bảo hư bo_mạch thay 2 tr5 mình là tín_đồ của oppo mà chừ quá thất_vọng,1,2 tuần trước,{PERFORMANCE#Negative};{SER&ACC#Negative};,negative,0
637,mua được 9 tháng rồi nói_chung tất_cả rất tốt có_thể do các bạn nhầm cây bị lỗi thôi ngày_xưa note 9 là đã quá chuẩn quá mượt rồi còn note 10 thì không_thể chê mình chưa gặp lỗi hay bị đơ máy gì hết,5,31/05/2020,{GENERAL#Positive};{OTHERS};,positive,1
638,không tốt rồigiătđứng máytreo máybực bởi lắmtình đập luôntiệt tiền nên thôiđược 1 cai là camera tốtchíp g90 kém,2,12/4/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
639,mua hôm 13 toi nay may_dung mưot trai nghiem tốt pin dùng lâu camera tốt không có chơi game nhiều nên không đòi_hỏi cấu_hình tốt đâu lần đầu dùng smartphone vivo thay tổng_thể thiết_kế cấu_hình camera trai nghiem pin trâu nữa là tốt_lam rồi rất hai long và camera_ơn nhan_vien na và quản_lý nam dmx duc hoa hạ_duc hoa nhiệt_tình vui_vẻ trong việc phục_vụ khách_hàng,5,6/4/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
